_id,date,center_name,attendance_count
49181133,2011-11-28,Ormsby Community Center,43
49181134,2011-11-26,Ammon Community Center,20
49181135,2011-11-26,Brookline Community Center,74
49181136,2011-11-23,Ammon Community Center,20
49181137,2011-11-23,Brookline Community Center,148
49181138,2011-11-23,Jefferson Community Center,23
49181139,2011-11-23,Paulson Community Center,23
49181140,2011-11-23,Phillips Community Center,18
49181141,2011-11-23,Warrington Community Center,53
49181142,2011-11-23,West Penn Community Center,48
49181143,2011-11-23,Ormsby Community Center,11
49181144,2011-11-23,Magee Community Center,1
49181145,2011-11-22,Ammon Community Center,58
49181146,2011-11-22,Jefferson Community Center,18
49181147,2011-11-22,Brookline Community Center,186
49181148,2011-11-22,Paulson Community Center,67
49181149,2011-11-22,Warrington Community Center,89
49181150,2011-11-22,Phillips Community Center,74
49181151,2011-11-22,West Penn Community Center,44
49181152,2011-11-22,Magee Community Center,7
49181153,2011-11-22,Ormsby Community Center,23
49181154,2011-11-21,Ammon Community Center,64
49181155,2011-11-21,Brookline Community Center,204
49181156,2011-11-21,Jefferson Community Center,20
49181157,2011-11-21,Paulson Community Center,45
49181158,2011-11-21,Phillips Community Center,55
49181159,2011-11-21,Warrington Community Center,75
49181160,2011-11-21,West Penn Community Center,107
49181161,2011-11-21,Ormsby Community Center,31
49181162,2011-11-21,Magee Community Center,3
49181163,2011-11-20,West Penn Community Center,13
49181164,2011-11-19,Jefferson Community Center,4
49181165,2011-11-19,Brookline Community Center,90
49181166,2011-11-19,Paulson Community Center,10
49181167,2011-11-19,Phillips Community Center,27
49181168,2011-11-19,West Penn Community Center,76
49181169,2011-11-19,Ormsby Community Center,13
49181170,2011-11-18,Ammon Community Center,82
49181171,2011-11-18,Brookline Community Center,56
49181172,2011-11-18,Jefferson Community Center,18
49181173,2011-11-18,Paulson Community Center,66
49181174,2011-11-18,Phillips Community Center,27
49181175,2011-11-18,Warrington Community Center,60
49181176,2011-11-18,West Penn Community Center,73
49181177,2011-11-18,Ormsby Community Center,20
49181178,2011-11-17,Ammon Community Center,16
49181179,2011-11-17,Jefferson Community Center,22
49181180,2011-11-17,Brookline Community Center,133
49181181,2011-11-17,Paulson Community Center,26
49181182,2011-11-17,Warrington Community Center,102
49181183,2011-11-17,Phillips Community Center,64
49181184,2011-11-17,West Penn Community Center,106
49181185,2011-11-17,Ormsby Community Center,30
49181186,2011-11-17,Magee Community Center,1
49181187,2011-11-16,Ammon Community Center,81
49181188,2011-11-16,Brookline Community Center,98
49181189,2011-11-16,Jefferson Community Center,21
49181190,2011-11-16,Paulson Community Center,29
49181191,2011-11-16,Phillips Community Center,61
49181192,2011-11-16,Warrington Community Center,90
49181193,2011-11-16,West Penn Community Center,118
49181194,2011-11-16,Magee Community Center,2
49181195,2011-11-16,Ormsby Community Center,16
49181196,2011-11-15,Ammon Community Center,72
49181197,2011-11-15,Jefferson Community Center,19
49181198,2011-11-15,Brookline Community Center,103
49181199,2011-11-15,Paulson Community Center,61
49181200,2011-11-15,Warrington Community Center,108
49181201,2011-11-15,Phillips Community Center,26
49181202,2011-11-15,West Penn Community Center,53
49181203,2011-11-15,Ormsby Community Center,32
49181204,2011-11-15,Magee Community Center,4
49181205,2011-11-14,Ammon Community Center,103
49181206,2011-11-14,Brookline Community Center,144
49181207,2011-11-14,Jefferson Community Center,17
49181208,2011-11-14,Paulson Community Center,64
49181209,2011-11-14,Phillips Community Center,25
49181210,2011-11-14,Warrington Community Center,102
49181211,2011-11-14,West Penn Community Center,123
49181212,2011-11-14,Magee Community Center,6
49181213,2011-11-14,Ormsby Community Center,36
49181214,2011-11-12,Jefferson Community Center,6
49181215,2011-11-12,Brookline Community Center,129
49181216,2011-11-12,Phillips Community Center,24
49181217,2011-11-12,West Penn Community Center,50
49181218,2011-11-12,Ormsby Community Center,1
49181219,2011-11-10,Ammon Community Center,32
49181220,2011-11-10,Brookline Community Center,81
49181221,2011-11-10,Jefferson Community Center,16
49181222,2011-11-10,Paulson Community Center,21
49181223,2011-11-10,Phillips Community Center,19
49181224,2011-11-10,Warrington Community Center,59
49181225,2011-11-10,West Penn Community Center,122
49181226,2011-11-10,Ormsby Community Center,19
49181227,2011-11-10,Magee Community Center,2
49181228,2011-11-09,Ammon Community Center,50
49181229,2011-11-09,Jefferson Community Center,10
49181230,2011-11-09,Brookline Community Center,115
49181231,2011-11-09,Paulson Community Center,31
49181232,2011-11-09,Warrington Community Center,73
49181233,2011-11-09,Phillips Community Center,21
49181234,2011-11-09,West Penn Community Center,82
49181235,2011-11-09,Magee Community Center,4
49181236,2011-11-09,Ormsby Community Center,15
49181237,2011-11-08,Ammon Community Center,21
49181238,2011-11-08,Brookline Community Center,60
49181239,2011-11-08,Jefferson Community Center,18
49181240,2011-11-08,Phillips Community Center,60
49181241,2011-11-08,West Penn Community Center,95
49181242,2011-11-08,Ormsby Community Center,31
49181243,2011-11-07,Ammon Community Center,33
49181244,2011-11-07,Jefferson Community Center,11
49181245,2011-11-07,Brookline Community Center,146
49181246,2011-11-07,Paulson Community Center,49
49181247,2011-11-07,Phillips Community Center,15
49181248,2011-11-07,Warrington Community Center,84
49181249,2011-11-07,West Penn Community Center,109
49181250,2011-11-07,Ormsby Community Center,42
49181251,2011-11-05,Brookline Community Center,142
49181252,2011-11-05,Jefferson Community Center,4
49181253,2011-11-05,Paulson Community Center,12
49181254,2011-11-05,Phillips Community Center,14
49181255,2011-11-05,West Penn Community Center,44
49181256,2011-11-05,Ormsby Community Center,7
49181257,2011-11-04,Ammon Community Center,39
49181258,2011-11-04,Jefferson Community Center,9
49181259,2011-11-04,Brookline Community Center,91
49181260,2011-11-04,Paulson Community Center,120
49181261,2011-11-04,Phillips Community Center,32
49181262,2011-11-04,Warrington Community Center,47
49181263,2011-11-04,West Penn Community Center,41
49181264,2011-11-04,Ormsby Community Center,27
49181265,2011-11-03,Ammon Community Center,34
49181266,2011-11-03,Brookline Community Center,95
49181267,2011-11-03,Jefferson Community Center,16
49181268,2011-11-03,Paulson Community Center,21
49181269,2011-11-03,Warrington Community Center,61
49181270,2011-11-03,Phillips Community Center,31
49181271,2011-11-03,West Penn Community Center,81
49181272,2011-11-03,Ormsby Community Center,26
49181273,2011-11-02,Ammon Community Center,42
49181274,2011-11-02,Jefferson Community Center,8
49181275,2011-11-02,Brookline Community Center,212
49181276,2011-11-02,Paulson Community Center,33
49181277,2011-11-02,Phillips Community Center,35
49181278,2011-11-02,Warrington Community Center,67
49181279,2011-11-02,West Penn Community Center,87
49181280,2011-11-02,Ormsby Community Center,30
49181281,2011-11-01,Ammon Community Center,27
49181282,2011-11-01,Brookline Community Center,146
49181283,2011-11-01,Jefferson Community Center,17
49181284,2011-11-01,Paulson Community Center,75
49181285,2011-11-01,Warrington Community Center,77
49181286,2011-11-01,Phillips Community Center,19
49181287,2011-11-01,West Penn Community Center,51
49181288,2011-11-01,Ormsby Community Center,19
49181289,2011-10-31,Ammon Community Center,39
49181290,2011-10-31,Jefferson Community Center,8
49181291,2011-10-31,Brookline Community Center,148
49181292,2011-10-31,Paulson Community Center,77
49181293,2011-10-31,Phillips Community Center,14
49181294,2011-10-31,Warrington Community Center,46
49181295,2011-10-31,West Penn Community Center,36
49181296,2011-10-31,Ormsby Community Center,42
49181297,2011-10-30,Ammon Community Center,1
49181298,2011-10-30,West Penn Community Center,18
49181299,2011-10-29,Brookline Community Center,93
49181300,2011-10-29,Jefferson Community Center,5
49181301,2011-10-29,West Penn Community Center,84
49181302,2011-10-29,Ormsby Community Center,12
49181303,2011-10-28,Ammon Community Center,32
49181304,2011-10-28,Jefferson Community Center,14
49181305,2011-10-28,Brookline Community Center,110
49181306,2011-10-28,Paulson Community Center,57
49181307,2011-10-28,Warrington Community Center,68
49181308,2011-10-28,Phillips Community Center,13
49181309,2011-10-28,West Penn Community Center,56
49181310,2011-10-28,Ormsby Community Center,24
49181311,2011-10-27,Ammon Community Center,64
49181312,2011-10-27,Brookline Community Center,70
49181313,2011-10-27,Jefferson Community Center,13
49181314,2011-10-27,Paulson Community Center,16
49181315,2011-10-27,Phillips Community Center,21
49181316,2011-10-27,Warrington Community Center,58
49181317,2011-10-27,West Penn Community Center,122
49181318,2011-10-27,Ormsby Community Center,24
49181319,2011-10-26,Ammon Community Center,52
49181320,2011-10-26,Jefferson Community Center,16
49181321,2011-10-26,Brookline Community Center,151
49181322,2011-10-26,Paulson Community Center,40
49181323,2011-10-26,Warrington Community Center,109
49181324,2011-10-26,Phillips Community Center,28
49181325,2011-10-26,West Penn Community Center,104
49181326,2011-10-26,Ormsby Community Center,38
49181327,2011-10-26,Magee Community Center,2
49181328,2011-10-25,Ammon Community Center,34
49181329,2011-10-25,Brookline Community Center,169
49181330,2011-10-25,Jefferson Community Center,18
49181331,2011-10-25,Paulson Community Center,37
49181332,2011-10-25,Phillips Community Center,22
49181333,2011-10-25,Warrington Community Center,82
49181334,2011-10-25,West Penn Community Center,72
49181335,2011-10-25,Ormsby Community Center,66
49181336,2011-10-24,Ammon Community Center,133
49181337,2011-10-24,Jefferson Community Center,16
49181338,2011-10-24,Brookline Community Center,229
49181339,2011-10-24,Paulson Community Center,47
49181340,2011-10-24,Warrington Community Center,99
49181341,2011-10-24,Phillips Community Center,26
49181342,2011-10-24,West Penn Community Center,91
49181343,2011-10-24,Ormsby Community Center,57
49181344,2011-10-23,West Penn Community Center,10
49181345,2011-10-22,Brookline Community Center,89
49181346,2011-10-22,Jefferson Community Center,1
49181347,2011-10-22,Warrington Community Center,11
49181348,2011-10-22,West Penn Community Center,61
49181349,2011-10-22,Ormsby Community Center,14
49181350,2011-10-21,Ammon Community Center,48
49181351,2011-10-21,Jefferson Community Center,15
49181352,2011-10-21,Brookline Community Center,55
49181353,2011-10-21,Paulson Community Center,86
49181354,2011-10-21,Warrington Community Center,64
49181355,2011-10-21,Phillips Community Center,25
49181356,2011-10-21,West Penn Community Center,77
49181357,2011-10-21,Ormsby Community Center,24
49181358,2011-10-20,Ammon Community Center,113
49181359,2011-10-20,Brookline Community Center,72
49181360,2011-10-20,Jefferson Community Center,6
49181361,2011-10-20,Paulson Community Center,29
49181362,2011-10-20,Phillips Community Center,16
49181363,2011-10-20,Warrington Community Center,65
49181364,2011-10-20,West Penn Community Center,112
49181365,2011-10-20,Ormsby Community Center,33
49181366,2011-10-19,Ammon Community Center,101
49181367,2011-10-19,Jefferson Community Center,6
49181368,2011-10-19,Brookline Community Center,187
49181369,2011-10-19,Paulson Community Center,56
49181370,2011-10-19,Warrington Community Center,71
49181371,2011-10-19,Phillips Community Center,23
49181372,2011-10-19,West Penn Community Center,74
49181373,2011-10-19,Ormsby Community Center,70
49181374,2011-10-18,Ammon Community Center,89
49181375,2011-10-18,Brookline Community Center,203
49181376,2011-10-18,Jefferson Community Center,32
49181377,2011-10-18,Paulson Community Center,65
49181378,2011-10-18,Phillips Community Center,17
49181379,2011-10-18,Warrington Community Center,95
49181380,2011-10-18,West Penn Community Center,57
49181381,2011-10-18,Ormsby Community Center,26
49181382,2011-10-17,Ammon Community Center,99
49181383,2011-10-17,Jefferson Community Center,15
49181384,2011-10-17,Brookline Community Center,204
49181385,2011-10-17,Paulson Community Center,51
49181386,2011-10-17,Warrington Community Center,127
49181387,2011-10-17,Phillips Community Center,29
49181388,2011-10-17,West Penn Community Center,95
49181389,2011-10-17,Ormsby Community Center,67
49181390,2011-10-17,Magee Community Center,1
49181391,2011-10-15,Brookline Community Center,90
49181392,2011-10-15,Paulson Community Center,4
49181393,2011-10-15,West Penn Community Center,15
49181394,2011-10-15,Ormsby Community Center,3
49181395,2011-10-14,Ammon Community Center,51
49181396,2011-10-14,Brookline Community Center,133
49181397,2011-10-14,Jefferson Community Center,16
49181398,2011-10-14,Paulson Community Center,44
49181399,2011-10-14,Phillips Community Center,32
49181400,2011-10-14,Warrington Community Center,50
49181401,2011-10-14,West Penn Community Center,33
49181402,2011-10-14,Ormsby Community Center,13
49181403,2011-10-13,Ammon Community Center,48
49181404,2011-10-13,Jefferson Community Center,16
